"","from_skill","to_skill","link_probability","start_skill_relevance","end_skill_relevance","skillType_from","reuseLevel_from","skillType_to","reuseLevel_to"
"313","communication","customer insight",1,1449,10,"knowledge","cross-sector","knowledge","sector-specific"
"314","communication","manage contracts",1,1449,35,"knowledge","cross-sector","skill/competence","cross-sector"
"315","communication","industrial engineering",1,1449,24,"knowledge","cross-sector","knowledge","cross-sector"
"316","communication","product comprehension",1,1449,12,"knowledge","cross-sector","knowledge","sector-specific"
"317","communication","operating systems",1,1449,10,"knowledge","cross-sector","knowledge","sector-specific"
"318","communication","build networks",1,1449,10,"knowledge","cross-sector","skill/competence","transversal"
"319","communication","think analytically",1,1449,24,"knowledge","cross-sector","skill/competence","transversal"
"320","communication","cloud technologies",1,1449,33,"knowledge","cross-sector","knowledge","sector-specific"
"321","communication","manage the customer experience",1,1449,10,"knowledge","cross-sector","skill/competence","cross-sector"
"322","communication","basic chemicals",1,1449,15,"knowledge","cross-sector","knowledge","cross-sector"
"323","communication","electrical engineering",1,1449,34,"knowledge","cross-sector","knowledge","cross-sector"
"324","communication","personal development",1,1449,56,"knowledge","cross-sector","knowledge","cross-sector"
"325","communication","politics",1,1449,38,"knowledge","cross-sector","knowledge","cross-sector"
"326","communication","data mining",1,1449,10,"knowledge","cross-sector","knowledge","sector-specific"
"327","communication","adapt to change",1,1449,24,"knowledge","cross-sector","skill/competence","transversal"
"328","communication","ecosystems",1,1449,12,"knowledge","cross-sector","knowledge","cross-sector"
"329","communication","logic",0.95,1449,14,"knowledge","cross-sector","knowledge","cross-sector"
"330","communication","application process",1,1449,45,"knowledge","cross-sector","knowledge","occupation-specific"
"331","communication","general medicine",1,1449,10,"knowledge","cross-sector","knowledge","cross-sector"
"332","communication","customer relationship management",1,1449,12,"knowledge","cross-sector","knowledge","cross-sector"
"333","communication","energy market",1,1449,14,"knowledge","cross-sector","knowledge","cross-sector"
"334","communication","detect bottlenecks",1,1449,10,"knowledge","cross-sector","skill/competence","cross-sector"
"335","communication","conduct cleaning tasks",1,1449,38,"knowledge","cross-sector","skill/competence","sector-specific"
"336","communication","civil engineering",1,1449,17,"knowledge","cross-sector","knowledge","cross-sector"
"337","communication","build trust",1,1449,12,"knowledge","cross-sector","skill/competence","cross-sector"
"338","communication","cyber security",1,1449,18,"knowledge","cross-sector","knowledge","sector-specific"
"339","communication","meet deadlines",1,1449,26,"knowledge","cross-sector","skill/competence","cross-sector"
"340","communication","show commitment",1,1449,38,"knowledge","cross-sector","skill/competence","transversal"
"341","communication","computer engineering",1,1449,24,"knowledge","cross-sector","knowledge","cross-sector"
"342","communication","cooperate with colleagues",1,1449,29,"knowledge","cross-sector","skill/competence","cross-sector"
"343","communication","transmission technology",1,1449,12,"knowledge","cross-sector","knowledge","cross-sector"
"344","communication","manage resources",1,1449,26,"knowledge","cross-sector","skill/competence","cross-sector"
"345","communication","meet commitments",1,1449,11,"knowledge","cross-sector","skill/competence","transversal"
"346","communication","apply strategic thinking",1,1449,12,"knowledge","cross-sector","skill/competence","cross-sector"
"347","communication","control systems",1,1449,12,"knowledge","cross-sector","knowledge","cross-sector"
"348","communication","hardware testing methods",1,1449,13,"knowledge","cross-sector","knowledge","cross-sector"
"349","communication","concepts of telecommunications",1,1449,11,"knowledge","cross-sector","knowledge","sector-specific"
"350","communication","total quality control",1,1449,13,"knowledge","cross-sector","knowledge","sector-specific"
"351","communication","mechanical systems",1,1449,48,"knowledge","cross-sector","knowledge","cross-sector"
"352","communication","design process",1,1449,21,"knowledge","cross-sector","skill/competence","cross-sector"
"353","communication","market analysis",1,1449,14,"knowledge","cross-sector","knowledge","cross-sector"
"354","communication","promote ideas, products, services",1,1449,20,"knowledge","cross-sector","skill","transversal skills and competences"
"355","communication","mechanics",1,1449,12,"knowledge","cross-sector","knowledge","cross-sector"
"356","communication","financial forecasting",1,1449,16,"knowledge","cross-sector","knowledge","cross-sector"
"357","communication","football",1,1449,10,"knowledge","cross-sector","knowledge","occupation-specific"
"358","communication","project management principles",1,1449,18,"knowledge","cross-sector","knowledge","cross-sector"
"359","communication","sales department processes",1,1449,11,"knowledge","cross-sector","knowledge","cross-sector"
"360","project management","business intelligence",0.81,1558,78,"knowledge","sector-specific","knowledge","cross-sector"
"361","project management","manufacturing processes",0.81,1558,16,"knowledge","sector-specific","knowledge","cross-sector"
"362","project management","social sciences",0.82,1558,19,"knowledge","sector-specific","knowledge","cross-sector"
"363","project management","work in an international environment",0.82,1558,21,"knowledge","sector-specific","skill/competence","sector-specific"
"364","project management","market research",0.82,1558,18,"knowledge","sector-specific","knowledge","cross-sector"
"365","project management","ICT system programming",0.83,1558,18,"knowledge","sector-specific","knowledge","sector-specific"
"366","project management","implement ICT recovery system",0.83,1558,16,"knowledge","sector-specific","skill/competence","sector-specific"
"367","project management","work in teams",0.83,1558,51,"knowledge","sector-specific","skill/competence","transversal"
"368","project management","production processes",0.84,1558,17,"knowledge","sector-specific","knowledge","cross-sector"
"369","project management","mechanical engineering",0.85,1558,49,"knowledge","sector-specific","knowledge","sector-specific"
"370","project management","integrated circuits",0.84,1558,13,"knowledge","sector-specific","knowledge","cross-sector"
"371","project management","surveying",0.85,1558,23,"knowledge","sector-specific","knowledge","cross-sector"
"372","project management","quality control systems",0.86,1558,10,"knowledge","sector-specific","knowledge","sector-specific"
"373","project management","business knowledge",0.86,1558,18,"knowledge","sector-specific","knowledge","sector-specific"
"374","project management","data analytics",0.86,1558,68,"knowledge","sector-specific","knowledge","cross-sector"
"375","project management","machine learning",0.86,1558,58,"knowledge","sector-specific","knowledge","cross-sector"
"376","project management","sales activities",0.87,1558,18,"knowledge","sector-specific","knowledge","sector-specific"
"377","project management","securities",0.86,1558,182,"knowledge","sector-specific","knowledge","cross-sector"
"378","project management","manage a team",0.86,1558,28,"knowledge","sector-specific","skill/competence","cross-sector"
"379","project management","manage quantitative data",0.86,1558,12,"knowledge","sector-specific","skill/competence","cross-sector"
"380","project management","ethics",0.87,1558,20,"knowledge","sector-specific","knowledge","cross-sector"
"381","project management","think innovately",0.87,1558,110,"knowledge","sector-specific","skill/competence","transversal"
"382","project management","energy efficiency",0.88,1558,11,"knowledge","sector-specific","knowledge","sector-specific"
"383","project management","office software",0.88,1558,11,"knowledge","sector-specific","knowledge","cross-sector"
"384","project management","work independently",0.88,1558,107,"knowledge","sector-specific","skill/competence","transversal"
"385","project management","manage schedule of tasks",0.88,1558,12,"knowledge","sector-specific","skill/competence","cross-sector"
"386","project management","financial jurisdiction",0.89,1558,22,"knowledge","sector-specific","knowledge","cross-sector"
"387","project management","deep learning",0.89,1558,14,"knowledge","sector-specific","knowledge","cross-sector"
"388","project management","robotics",0.89,1558,35,"knowledge","sector-specific","knowledge","cross-sector"
"389","project management","design thinking",0.89,1558,30,"knowledge","sector-specific","knowledge","cross-sector"
"390","project management","financial management",0.9,1558,33,"knowledge","sector-specific","knowledge","cross-sector"
"391","project management","customer insight",0.9,1558,10,"knowledge","sector-specific","knowledge","sector-specific"
"392","project management","manage contracts",0.89,1558,35,"knowledge","sector-specific","skill/competence","cross-sector"
"393","project management","industrial engineering",0.9,1558,24,"knowledge","sector-specific","knowledge","cross-sector"
"394","project management","operating systems",0.91,1558,10,"knowledge","sector-specific","knowledge","sector-specific"
"395","project management","build networks",0.9,1558,10,"knowledge","sector-specific","skill/competence","transversal"
"396","project management","think analytically",0.91,1558,24,"knowledge","sector-specific","skill/competence","transversal"
